Date,Raw_Turbidity,Raw_PH,Raw_Colour,PAC,KMnO4,ACD,Turbidity,PH,Colour
17/12/2019,271,7.4,198,4,0.4,0.45,10.21,7.13,89
17/12/2019,271,7.4,198,4.5,0.4,0.45,13.7,7.12,103
17/12/2019,271,7.4,198,5,0.4,0.45,16.9,7.1,117
16/12/2019,33.5,7.25,329,2,0.4,0.45,14,6.91,13
16/12/2019,33.5,7.25,329,2.5,0.4,0.45,9,7.26,9
16/12/2019,33.5,7.25,329,3,0.4,0.45,15,7.21,12
16/12/2019,33.5,7.25,329,3.5,0.4,0.45,19,7.24,15
16/12/2019,33.5,7.25,329,4,0.4,0.45,25,7.09,19
16/12/2019,33.5,7.25,329,4.5,0.4,0.45,32,6.98,23
15/12/2019,38.2,7.29,340,2.5,0.4,0.45,12.7,7.13,58
15/12/2019,38.2,7.29,340,3,0.4,0.45,7.11,7.12,35
15/12/2019,38.2,7.29,340,3.5,0.4,0.45,6.21,7.1,35
15/12/2019,38.2,7.29,340,4,0.4,0.45,8.45,7.05,87
15/12/2019,38.2,7.29,340,4.5,0.4,0.45,10.9,7.06,110
15/12/2019,38.2,7.29,340,5,0.4,0.45,13.7,7.05,131
14/12/2019,44.2,7.28,338,2.5,0.4,0.65,12.2,7.16,54
14/12/2019,44.2,7.28,338,3,0.4,0.65,8.26,7.13,34
14/12/2019,44.2,7.28,338,3.5,0.4,0.65,7.31,7.12,33
14/12/2019,44.2,7.28,338,4,0.4,0.65,8.49,7.1,80
14/12/2019,44.2,7.28,338,4.5,0.4,0.65,14.28,7.09,152
14/12/2019,44.2,7.28,338,5,0.4,0.65,17.62,7.07,187
13/12/2019,39,7.21,392,2.5,0.4,0.65,19,7.2,29
13/12/2019,39,7.21,392,3,0.4,0.65,13,7.19,27
13/12/2019,39,7.21,392,3.5,0.4,0.65,10,7.01,17
13/12/2019,39,7.21,392,4,0.4,0.65,18,7.1,19
13/12/2019,39,7.21,392,4.5,0.4,0.65,22,7.11,22
13/12/2019,39,7.21,392,5,0.4,0.65,23,7.12,33
12-12-19,38,7,359,2.5,0.4,0.65,12,7,39
12-12-19,38,7,359,3,0.4,0.65,13,7.1,21
12-12-19,38,7,359,3.5,0.4,0.65,9,7.12,13
12-12-19,38,7,359,4,0.4,0.65,18,7.12,42
12-12-19,38,7,359,4.5,0.4,0.65,19,7.13,52
12-12-19,38,7,359,5,0.4,0.65,21,7.14,62
12-12-19,45.6,7.29,339,2,0.42,0.75,11.01,7.18,55
12-12-19,45.6,7.29,339,2.5,0.42,0.75,7.61,7.16,35
12-12-19,45.6,7.29,339,3,0.42,0.75,6.36,7.13,35
12-12-19,45.6,7.29,339,3.5,0.42,0.75,7.46,7.12,85
12-12-19,45.6,7.29,339,4,0.42,0.75,15.2,7.1,171
12-12-19,45.6,7.29,339,4.5,0.42,0.75,14.2,7.07,160
12-11-19,107.2,7.11,500,3.5,0.4,0.75,29,7.07,89
12-11-19,107.2,7.11,500,4,0.4,0.75,23,7.06,76
12-11-19,107.2,7.11,500,4.5,0.4,0.75,18,7.07,62
12-11-19,107.2,7.11,500,5,0.4,0.75,15,7.03,48
12-11-19,107.2,7.11,500,5.5,0.4,0.75,12,7.02,39
12-11-19,107.2,7.11,500,6,0.4,0.75,14,7,40
12-11-19,32.9,7.15,296,3.5,0.4,0.75,17,6.98,22
12-11-19,32.9,7.15,296,4,0.4,0.75,13,7.1,17
12-11-19,32.9,7.15,296,4.5,0.4,0.75,9,7.25,15
12-11-19,32.9,7.15,296,5,0.4,0.75,12,7.28,18
12-11-19,32.9,7.15,296,5.5,0.4,0.75,18,7.32,23
12-11-19,32.9,7.15,296,6,0.4,0.75,22,7.15,28
12-10-19,61.9,7.25,488,4,0.4,0.75,25,6.99,34
12-10-19,61.9,7.25,488,4.5,0.4,0.75,23,7.02,29
12-10-19,61.9,7.25,488,5,0.4,0.75,15,7.09,19
12-10-19,61.9,7.25,488,5.5,0.4,0.75,16,7.24,16
12-10-19,61.9,7.25,488,6,0.4,0.75,14,7.23,23
12-10-19,61.9,7.25,488,6.5,0.4,0.75,21,7.18,28
12-10-19,32.6,7.12,389,2.5,0.5,0.65,21,7.06,98
12-10-19,32.6,7.12,389,3,0.5,0.65,17,7.04,92
12-10-19,32.6,7.12,389,3.5,0.5,0.65,13,7.02,87
12-10-19,32.6,7.12,389,4,0.5,0.65,10,7.03,39
12-10-19,32.6,7.12,389,4.5,0.5,0.65,12,7.01,65
12-10-19,32.6,7.12,389,5,0.5,0.65,13,7.02,86
12-09-19,29.1,7.15,320,2.5,0.4,0.65,12,7.14,52
12-09-19,29.1,7.15,320,3,0.4,0.65,13,7.14,42
12-09-19,29.1,7.15,320,3.5,0.4,0.65,9,7.1,20
12-09-19,29.1,7.15,320,4,0.4,0.65,16,7.12,21
12-09-19,29.1,7.15,320,4.5,0.4,0.65,19,7.12,28
12-09-19,29.1,7.15,320,5,0.4,0.65,20,7.3,39
12-08-19,29.2,7.1,342,2.5,0.42,0.45,20,7.09,27
12-08-19,29.2,7.1,342,3,0.42,0.45,16,7.11,22
12-08-19,29.2,7.1,342,3.5,0.42,0.45,12,7.03,19
12-08-19,29.2,7.1,342,4,0.42,0.45,9,7.02,16
12-08-19,29.2,7.1,342,4.5,0.42,0.45,7,7.01,12
12-08-19,29.2,7.1,342,5,0.42,0.45,11,7.06,18
12-07-19,42.5,7.02,386,4,0.45,0.75,25,6.95,39
12-07-19,42.5,7.02,386,4.5,0.45,0.75,18,6.98,31
12-07-19,42.5,7.02,386,5,0.45,0.75,13,7,20
12-07-19,42.5,7.02,386,5.5,0.45,0.75,9,7.01,17
12-07-19,42.5,7.02,386,6,0.45,0.75,15,7.02,22
12-07-19,42.5,7.02,386,6.5,0.45,0.75,21,7.05,29
12-06-19,28.5,6.92,290,3.5,0.5,0.75,22,6.98,43
12-06-19,28.5,6.92,290,4,0.5,0.75,19,7.09,59
12-06-19,28.5,6.92,290,4.5,0.5,0.75,15,7.18,25
12-06-19,28.5,6.92,290,5,0.5,0.75,32,7.09,52
12-06-19,28.5,6.92,290,5.5,0.5,0.75,35,7.11,68
12-06-19,28.5,6.92,290,6,0.5,0.75,48,7.02,79
12-06-19,32.1,7.01,200,2.5,0.2,0.65,13,7.02,90
12-06-19,32.1,7.01,200,3,0.2,0.65,11,6.99,80
12-06-19,32.1,7.01,200,3.5,0.2,0.65,9,7,70
12-06-19,32.1,7.01,200,4,0.2,0.65,12,7.11,110
12-06-19,32.1,7.01,200,4.5,0.2,0.65,14,7.12,120
12-06-19,32.1,7.01,200,5,0.2,0.65,16,7.13,130
12-05-19,168,7.05,500,3.5,0.4,0.75,32,6.95,50
12-05-19,168,7.05,500,4,0.4,0.75,27,6.99,43
12-05-19,168,7.05,500,4.5,0.4,0.75,18,7.02,25
12-05-19,168,7.05,500,5,0.4,0.75,15,7.12,19
12-05-19,168,7.05,500,5.5,0.4,0.75,20,7.08,28
12-05-19,168,7.05,500,6,0.4,0.75,25,7.09,33
12-05-19,137.2,7.11,500,4,0.4,0.75,30,7.06,51
12-05-19,137.2,7.11,500,4.5,0.4,0.75,27,7.03,42
12-05-19,137.2,7.11,500,5,0.4,0.75,20,7.03,35
12-05-19,137.2,7.11,500,5.5,0.4,0.75,17,7,29
12-05-19,137.2,7.11,500,6,0.4,0.75,19,7.99,30
12-05-19,137.2,7.11,500,6.5,0.4,0.75,24,7.97,40
12-04-19,491,7.26,500,4,0.4,0.75,57,7.1,50
12-04-19,491,7.26,500,4.5,0.4,0.75,49,7.09,50
12-04-19,491,7.26,500,5,0.4,0.75,36,7.09,250
12-04-19,491,7.26,500,5.5,0.4,0.75,27,7.08,127
12-04-19,491,7.26,500,6,0.4,0.75,23,7.05,52
12-04-19,491,7.26,500,6.5,0.4,0.75,18,7.03,35
12-03-19,39.9,6.88,385,3,0.4,0.75,24,6.91,25
12-03-19,39.9,6.88,385,3.5,0.4,0.75,21,6.95,23
12-03-19,39.9,6.88,385,4,0.4,0.75,13,6.98,16
12-03-19,39.9,6.88,385,4.5,0.4,0.75,10,7.23,13
12-03-19,39.9,6.88,385,5,0.4,0.75,14,7.19,15
12-03-19,39.9,6.88,385,5.5,0.4,0.75,19,7,20
12-02-19,40.6,6.89,500,3,0.4,0.75,31,6.18,66
12-02-19,40.6,6.89,500,3.5,0.4,0.75,29,6.57,53
12-02-19,40.6,6.89,500,4,0.4,0.75,10,6.89,20
12-02-19,40.6,6.89,500,4.5,0.4,0.75,13,6.9,12
12-02-19,40.6,6.89,500,5,0.4,0.75,21,6.91,25
12-02-19,40.6,6.89,500,5.5,0.4,0.75,31,6.72,32
12-02-19,41,6.98,456,3,0.5,0.65,21,6.95,35
12-02-19,41,6.98,456,3.5,0.5,0.65,20,6.56,31
12-02-19,41,6.98,456,4,0.5,0.65,19,6.97,30
12-02-19,41,6.98,456,4.5,0.5,0.65,17,6.98,28
12-02-19,41,6.98,456,5,0.5,0.65,10,6.99,23
12-02-19,41,6.98,456,5.5,0.5,0.65,13,6.98,22
12-01-19,389,7.02,500,4,0.4,0.6,13.1,6.89,50
12-01-19,389,7.02,500,4.5,0.4,0.6,69,6.9,50
12-01-19,389,7.02,500,5,0.4,0.6,31,6.92,190
12-01-19,389,7.02,500,5.5,0.4,0.6,26,6.94,57
12-01-19,389,7.02,500,6,0.4,0.6,19,6.97,52
12-01-19,389,7.02,500,6.5,0.4,0.6,16.2,6.92,26
12-01-19,327,6.92,500,4.5,0.4,0.6,46,6.92,180
12-01-19,327,6.92,500,5,0.4,0.6,42,6.98,137
12-01-19,327,6.92,500,5.5,0.4,0.6,39,6.92,66
12-01-19,327,6.92,500,6,0.4,0.6,20,6.96,37
12-01-19,327,6.92,500,6.5,0.4,0.6,17,6.94,28
12-01-19,327,6.92,500,7,0.4,0.6,21,6.95,43
30/11/2019,66,6.99,500,3.5,0.5,0.75,21,6.99,56
30/11/2019,66,6.99,500,4,0.5,0.75,19,6.98,53
30/11/2019,66,6.99,500,4.5,0.5,0.75,10,6.89,24
30/11/2019,66,6.99,500,5,0.5,0.75,15,6.88,38
30/11/2019,66,6.99,500,5.5,0.5,0.75,17,6.89,49
30/11/2019,66,6.99,500,6,0.5,0.75,16,6.85,52
29/11/2019,52.5,6.85,465,3.5,0.4,0.5,35,6.85,42
29/11/2019,52.5,6.85,465,4,0.4,0.5,29,6.88,35
29/11/2019,52.5,6.85,465,4.5,0.4,0.5,23,6.98,29
29/11/2019,52.5,6.85,465,5,0.4,0.5,18,7,19
29/11/2019,52.5,6.85,465,5.5,0.4,0.5,10,7.21,12
29/11/2019,52.5,6.85,465,6,0.4,0.5,14,7.03,16
28/11/2019,48.2,6.89,395,3.5,0.42,0.45,35,6.88,42
28/11/2019,48.2,6.89,395,4,0.42,0.45,29,6.92,33
28/11/2019,48.2,6.89,395,4.5,0.42,0.45,23,6.95,28
28/11/2019,48.2,6.89,395,5,0.42,0.45,16,7,19
28/11/2019,48.2,6.89,395,5.5,0.42,0.45,12,7.08,12
28/11/2019,48.2,6.89,395,6,0.42,0.45,19,7.01,15
27/12/2019,39.2,6.88,372,4,0.5,0.65,25,6.86,29
27/12/2019,39.2,6.88,372,4.5,0.5,0.65,17,6.88,20
27/12/2019,39.2,6.88,372,5,0.5,0.65,13,6.9,15
27/12/2019,39.2,6.88,372,5.5,0.5,0.65,9,7.03,13
27/12/2019,39.2,6.88,372,6,0.5,0.65,18,7.01,16
27/12/2019,39.2,6.88,372,6.5,0.5,0.65,23,6.92,24
26/11/2019,109.2,7.01,500,3.5,0.42,0.5,39,6.85,42
26/11/2019,109.2,7.01,500,4,0.42,0.5,32,6.9,33
26/11/2019,109.2,7.01,500,4.5,0.42,0.5,28,7.1,24
26/11/2019,109.2,7.01,500,5,0.42,0.5,21,7.12,20
26/11/2019,109.2,7.01,500,5.5,0.42,0.5,13,7.2,14
26/11/2019,109.2,7.01,500,6,0.42,0.5,19,7.08,17
25/11/2019,79,6.99,500,3.5,0.5,0.65,31,6.99,31
25/11/2019,79,6.99,500,4,0.5,0.65,22,6.97,35
25/11/2019,79,6.99,500,4.5,0.5,0.65,10,6.88,20
25/11/2019,79,6.99,500,5,0.5,0.65,13,6.88,42
25/11/2019,79,6.99,500,5.5,0.5,0.65,19,6.87,50
25/11/2019,79,6.99,500,6,0.5,0.65,21,6.82,110
25/11/2019,49,6.89,415,2.5,0.42,0.6,22,6.85,21
25/11/2019,49,6.89,415,3,0.42,0.6,16,6.89,17
25/11/2019,49,6.89,415,3.5,0.42,0.6,10,7.25,13
25/11/2019,49,6.89,415,4,0.42,0.6,14,7.2,15
25/11/2019,49,6.89,415,4.5,0.42,0.6,19,7.18,22
25/11/2019,49,6.89,415,5,0.42,0.6,29,6.92,31
24/11/2019,54.1,6.94,500,2.5,0.5,0.75,27,6.97,81
24/11/2019,54.1,6.94,500,3,0.5,0.75,21,6.99,76
24/11/2019,54.1,6.94,500,3.5,0.5,0.75,18,6.92,68
24/11/2019,54.1,6.94,500,4,0.5,0.75,17,6.9,48
24/11/2019,54.1,6.94,500,4.5,0.5,0.75,12.6,6.89,36
24/11/2019,54.1,6.94,500,5,0.5,0.75,16,6.85,43
24/11/2019,39.1,6.99,500,2.5,0.5,0.75,19,6.97,89
24/11/2019,39.1,6.99,500,3,0.5,0.75,16,6.88,83
24/11/2019,39.1,6.99,500,3.5,0.5,0.75,15,6.99,72
24/11/2019,39.1,6.99,500,4,0.5,0.75,3,6.87,66
24/11/2019,39.1,6.99,500,4.5,0.5,0.75,9,6.89,32
24/11/2019,39.1,6.99,500,5,0.5,0.75,11,6.89,53
23/11/2019,5.31,6.9,500,2.5,0.52,0.75,43,6.89,201
23/11/2019,5.31,6.9,500,3,0.52,0.75,38,6.88,108
23/11/2019,5.31,6.9,500,3.5,0.52,0.75,31,6.86,66
23/11/2019,5.31,6.9,500,4,0.52,0.75,21,6.57,35
23/11/2019,5.31,6.9,500,4.5,0.52,0.75,13,6.86,45
23/11/2019,5.31,6.9,500,5,0.52,0.75,19,6.89,53
23/11/2019,63.2,7.02,394,5,0.5,0.75,25,6.9,21
23/11/2019,63.2,7.02,394,5.5,0.5,0.75,23,6.93,19
23/11/2019,63.2,7.02,394,6,0.5,0.75,21,6.99,18
23/11/2019,63.2,7.02,394,6.5,0.5,0.75,12,7.18,11
23/11/2019,63.2,7.02,394,7,0.5,0.75,15,7.11,13
23/11/2019,63.2,7.02,394,7.5,0.5,0.75,19,7.09,15
22/11/2019,30,7.19,390,2,0.5,0.75,22,7.15,72
22/11/2019,30,7.19,390,2.5,0.5,0.75,19,7.13,60
22/11/2019,30,7.19,390,3,0.5,0.75,15,7.12,53
22/11/2019,30,7.19,390,3.5,0.5,0.75,9,6.99,21
22/11/2019,30,7.19,390,4,0.5,0.75,11,7,31
22/11/2019,30,7.19,390,4.5,0.5,0.75,13,7.01,42
21/11/2019,29.2,6.92,364,2.5,0.4,0.75,23,6.85,23
21/11/2019,29.2,6.92,364,3,0.4,0.75,15,6.88,20
21/11/2019,29.2,6.92,364,3.5,0.4,0.75,12,7.21,13
21/11/2019,29.2,6.92,364,4,0.4,0.75,16,7.09,16
21/11/2019,29.2,6.92,364,4.5,0.4,0.75,21,6.95,19
21/11/2019,29.2,6.92,364,5,0.4,0.75,27,6.92,25
20/11/2019,35.2,7.09,387,2.5,0.45,0.75,22,6.89,27
20/11/2019,35.2,7.09,387,3,0.45,0.75,15,6.94,21
20/11/2019,35.2,7.09,387,3.5,0.45,0.75,9.2,7.1,13
20/11/2019,35.2,7.09,387,4,0.45,0.75,13.5,7.15,15
20/11/2019,35.2,7.09,387,4.5,0.45,0.75,20,7.05,19
20/11/2019,35.2,7.09,387,5,0.45,0.75,29,6.95,28
19/11/2019,31.1,6.99,333,2,0.4,0.7,19,6.98,33
19/11/2019,31.1,6.99,333,2.5,0.4,0.7,17,6.96,31
19/11/2019,31.1,6.99,333,3,0.4,0.7,10,6.95,23
19/11/2019,31.1,6.99,333,3.5,0.4,0.7,13,6.97,40
19/11/2019,31.1,6.99,333,4,0.4,0.7,19,6.98,49
19/11/2019,31.1,6.99,333,4.5,0.4,0.7,21,6.99,51
18/11/2019,27.5,7.01,295,2.5,0.5,0.65,22,6.91,26
18/11/2019,27.5,7.01,295,3,0.5,0.65,14,6.94,14
18/11/2019,27.5,7.01,295,3.5,0.5,0.65,9,7.09,13
18/11/2019,27.5,7.01,295,4,0.5,0.65,15,7.02,15
18/11/2019,27.5,7.01,295,4.5,0.5,0.65,19,7.05,17
18/11/2019,27.5,7.01,295,5,0.5,0.65,28,6.96,28
17/11/2019,29.1,6.99,325,2.5,0.4,0.7,20,6.95,53
17/11/2019,29.1,6.99,325,3,0.4,0.7,19,6.99,46
17/11/2019,29.1,6.99,325,3.5,0.4,0.7,16,6.98,35
17/11/2019,29.1,6.99,325,4,0.4,0.7,10,6.57,15
17/11/2019,29.1,6.99,325,4.5,0.4,0.7,13,6.96,19
17/11/2019,29.1,6.99,325,5,0.4,0.7,15,6.95,22
16/11/2019,31,6.97,330,2,0.42,0.75,25,6.96,83
16/11/2019,31,6.97,330,2.5,0.42,0.75,13,6.57,71
16/11/2019,31,6.97,330,3,0.42,0.75,22,6.97,69
16/11/2019,31,6.97,330,3.5,0.42,0.75,13,6.98,15
16/11/2019,31,6.97,330,4,0.42,0.75,15,6.97,22
16/11/2019,31,6.97,330,4.5,0.42,0.75,18,6.99,100
15/11/2019,22,7,320,2,0.42,0.75,17,6.99,29
15/11/2019,22,7,320,2.5,0.42,0.75,10,6.98,12
15/11/2019,22,7,320,3,0.42,0.75,13,6.57,18
15/11/2019,22,7,320,3.5,0.42,0.75,16,6.95,31
15/11/2019,22,7,320,4,0.42,0.75,18,6.96,36
15/11/2019,22,7,320,4.5,0.42,0.75,19,6.94,42
14/11/2019,15.9,7.1,239,1.5,0.4,0.55,25,6.95,29
14/11/2019,15.9,7.1,239,2,0.4,0.55,15,6.99,15
14/11/2019,15.9,7.1,239,2.5,0.4,0.55,8,7.21,13
14/11/2019,15.9,7.1,239,3,0.4,0.55,12,7.09,16
14/11/2019,15.9,7.1,239,3.5,0.4,0.55,16,7.18,18
14/11/2019,15.9,7.1,239,4,0.4,0.55,20,7,22
13/11/2019,16.9,7,221,1.5,0.5,0.65,21.3,6.98,41
13/11/2020,16.9,7,221,2,0.5,0.65,10.5,7.12,18
13/11/2021,16.9,7,221,2.5,0.5,0.65,8.21,7.25,14
13/11/2022,16.9,7,221,3,0.5,0.65,13.2,7.21,19
13/11/2023,16.9,7,221,3.5,0.5,0.65,16.9,7.19,29
13/11/2024,16.9,7,221,4,0.5,0.65,19.5,7.22,35
11-12-19,22.6,7.02,219,2,0.45,0.75,19,7.86,22
11-12-19,22.6,7.02,219,2.5,0.45,0.75,13,7.87,20
11-12-19,22.6,7.02,219,3,0.45,0.75,9.7,7.83,13
11-12-19,22.6,7.02,219,3.5,0.45,0.75,8.6,7.84,16
11-12-19,22.6,7.02,219,4,0.45,0.75,10,7.8,22
11-12-19,22.6,7.02,219,4.5,0.45,0.75,16,7.79,24
11-11-19,72.5,7.14,472,2,0.5,0.65,28.4,6.89,41
11-11-19,72.5,7.14,472,2.5,0.5,0.65,19.6,6.95,28
11-11-19,72.5,7.14,472,3,0.5,0.65,14.8,6.98,19
11-11-19,72.5,7.14,472,3.5,0.5,0.65,10.2,7.2,15
11-11-19,72.5,7.14,472,4,0.5,0.65,13.9,7.18,22
11-11-19,72.5,7.14,472,4.5,0.5,0.65,24.5,7.16,31
11-11-19,78,7.14,472,3.5,0.5,0.65,21,7.14,71
11-11-19,78,7.14,472,4,0.5,0.65,18,7.13,72
11-11-19,78,7.14,472,4.5,0.5,0.65,10,7,40
11-11-19,78,7.14,472,5,0.5,0.65,19,7.09,49
